distance,speed,hour,weekday,eta
0.8566955231598763,28.23961097118053,17,0,0.04550499247497582
5.820877607229801,21.844448004020542,15,1,0.2664694299511917
4.783119693002847,23.40459940000984,11,2,0.2043666550857878
8.752392335854315,33.23944755571678,20,0,0.2633134116077994
7.788305237164467,34.642532979747784,15,1,0.22481916208949135
9.215225515925413,36.91049403803914,21,4,0.24966410653914317
9.75536980626608,22.271185217726813,15,1,0.4380265222032847
4.101063137620448,10.005085577471675,15,5,0.4098978570313042
7.937237423993745,32.12366364381384,3,3,0.24708381683987168
9.241465266968008,13.248796430766198,10,2,1.0462986560999141
6.297721396186316,13.552842423700357,20,0,0.4646790097089344
1.4690987116583296,20.98333032221175,5,6,0.0700126571473369
2.1650014419150327,18.532626399984313,5,2,0.11682108057371002
4.132166942545159,30.724392615254345,2,5,0.13449141189836183
4.624810113102935,11.991136954683574,16,4,0.38568570524887114
2.6090562679724902,16.93683952850844,21,1,0.1540462294385486
1.609924006932782,27.32125293577761,21,2,0.05892570193311161
5.174853595110632,39.10939883936156,4,2,0.13231739041466453
6.646502432385548,29.102682921962046,3,0,0.228381089475769
9.68149546452582,15.184403775764022,10,3,0.95639205932918
7.972511106263137,28.418389383460735,12,4,0.2805405682456822
3.4070983788641165,17.508064358683757,9,4,0.29190248925269485
2.343062155887166,23.070979867714343,5,2,0.10155884879281006
1.7308229044025,13.339319010792227,18,1,0.19463020222421074
9.043150262050766,35.26546525295858,23,1,0.25643076582669205
2.2214622608726797,29.466606021284054,0,1,0.0753891459120909
3.3948456198327333,12.061826770863684,7,6,0.2814536872667793
1.4600190943113578,23.614137076808845,6,4,0.06182817900829519
4.759247445606965,38.85605711721037,10,1,0.18372608283120043
2.2919128653689786,14.951962126091942,17,1,0.22992763552110726
7.16775236391164,18.15955032462606,13,4,0.39470979378776205
3.757265922628307,37.21175008353693,17,3,0.15145481927859855
2.3947227847431156,26.958366146943547,23,5,0.08883041248457194
9.29077089363771,15.177226918154506,6,1,0.6121520712406554
7.819450007318815,39.87304234018404,4,2,0.1961086876844202
9.884553409310808,36.383626533891146,8,3,0.40751380569925044
7.678012904535542,39.41701660212507,17,0,0.29218394362658084
4.1631144891972225,25.368223736332364,0,6,0.1641074492430785
4.1135348153661795,19.55781538402936,14,1,0.2103269068960143
5.687954221823457,20.258109556102987,1,2,0.28077418606465654
7.147486005764168,20.45048801849314,4,5,0.34950197762032764
8.30645103549587,13.992750896944298,9,6,0.8904379592696614
2.456834074586066,30.183670870091664,8,1,0.12209419880504771
7.208199951773208,39.99873484820458,19,4,0.2703160479623306
5.220752400099154,26.32059292439726,0,3,0.19835238571924035
1.502255566776704,35.557812508327146,19,3,0.06337238404745356
7.341803838405373,14.26292362716761,11,5,0.5147474690547256
9.07018893753662,17.476261748276087,7,6,0.5190005201444944
1.0846166973721558,31.298155972135504,11,0,0.03465433229797248
0.5301602965140987,33.97782918136094,22,6,0.015603124428117565
9.402742717426365,20.2374503344369,6,5,0.4646209162735417
5.20199468523109,33.58750229337178,19,0,0.23231831767932598
3.5356315858486425,39.84145810952211,13,4,0.08874252483755424
7.23362175938795,29.356284306564955,11,3,0.24640794740396668
4.802857644027528,31.248715555767692,23,2,0.15369776192740334
4.572666585113753,20.666811088711015,13,3,0.2212565143933364
4.662639862142659,28.851361506337344,12,3,0.16160900625499033
5.191520964745683,39.170780746306725,3,3,0.1325355498622573
8.365996721462102,12.531067675959834,17,5,1.001430636773889
4.79454996165674,34.9642587043576,13,2,0.13712717327134966
4.907740389308186,13.107614204551544,12,3,0.3744190447414909
5.040750386958321,23.309000914497428,18,4,0.32438651524247486
9.416217264700283,26.33419115280497,23,3,0.3575662229404498
1.5492583030462368,15.961682059693768,14,2,0.09706109276279871
5.629829379868291,25.155312881452456,16,6,0.22380279690415947
3.913213019131958,14.986878860206833,23,3,0.26110927135885
2.126310226950143,28.589690015466125,21,5,0.07437332219411528
3.362893908688602,21.17718196482923,9,4,0.2381969834990545
7.952516188353468,20.901509412252913,2,6,0.3804756886931588
7.830471895144151,18.493548560478285,23,3,0.42341640759406735
4.636618151336901,35.17490438869909,3,2,0.13181608399272698
4.891949744289727,12.584803952910892,7,0,0.3887187883573036
7.760679987919527,33.32614799372152,20,2,0.23287059726739498
9.385813712582246,34.10346351566571,8,1,0.4128237755794567
5.399963901474523,18.540486079239887,9,2,0.4368788292601152
8.226337735556367,13.29534058207232,21,2,0.6187383982211716
4.30444432850195,14.250312223375968,21,1,0.3020596504153091
4.574312399002673,15.522804597356028,0,1,0.29468337182971477
1.057998661717451,18.24558582482606,0,2,0.05798655476865388
7.172375139814474,15.727530826628412,22,5,0.4560394901703748
6.898457272034478,25.17138638887565,18,3,0.4110892323604717
3.2496502430530527,14.21521046848008,5,3,0.2286037375428682
1.311358114253107,36.661597341681656,4,4,0.03576925746119046
1.480998613282201,28.84112296489642,17,2,0.07702536141283983
2.8421621146343554,32.41420615252407,5,4,0.08768260747342221
7.168005882981414,16.83577031999935,1,5,0.42576049368329055
5.363877613304625,16.767164453615543,5,5,0.31990368008515596
3.4875240947776724,16.12770909720698,20,0,0.21624423368236761
4.180591481912178,21.528998684997173,11,6,0.19418420443424944
8.403495677862345,35.515789705253965,18,2,0.3549194209506422
3.7634116079771434,10.918849619943558,0,6,0.34467107240887135
1.2820857611201988,21.345969131886708,11,2,0.060062195030771086
1.4623305548491283,10.927488643987255,4,4,0.13382128341572438
8.057145225952626,30.661338311821037,7,5,0.2627786544740061
6.128411379271729,35.38265705708531,14,0,0.17320382043056676
8.223849916702072,39.89244690166778,16,0,0.2061505511801097
6.693483952976283,33.46442336954553,23,2,0.20001790794541893
8.820817657017303,35.993918704080684,10,2,0.36759616518292326
0.7879668441400689,35.51783600502264,1,3,0.0221851028319586
8.49388464641448,31.37113775956206,21,6,0.2707547527129617
2.4298427200070676,38.431245343992956,22,5,0.06322570861958464
9.810510740728187,21.61661762799995,20,0,0.4538411563528171
8.81942410861354,30.24546893972687,3,1,0.2915948873594546
8.711270963322107,31.156273857702015,3,0,0.27959925513264255
1.3493857030316008,38.86030246154507,0,5,0.03472401441977736
9.628845263849335,31.988014242149532,15,2,0.30101416083408294
3.6753738283965225,34.00132126840825,9,3,0.16214254437568432
1.1395042029474431,21.278539690312904,13,0,0.05355180475407364
8.566681359388111,24.021210035711313,8,3,0.5349448266752002
7.170304553805797,34.89064117731806,5,5,0.20550796178738945
1.3585821726957459,23.553772828971024,18,5,0.08652003540328983
1.0222357040809933,27.338302904802198,12,2,0.0373920688361906
9.734697616974293,32.19871349283354,1,0,0.3023318810281331
4.832760908714318,35.18593543654973,22,1,0.1373492234540464
5.441532293841678,26.562609636881636,12,3,0.20485684080852593
3.702303408842669,10.22165303813962,2,3,0.36220202300238735
7.7781813640007895,23.115225122560787,18,3,0.5047440370638554
3.339673486244625,32.119417267341255,15,6,0.10397677698967396
7.712695520277756,32.57908684459434,4,4,0.2367376211944835
5.15312408651972,13.431515838282412,8,3,0.575488740276692
0.679840150568152,37.499154225276015,10,5,0.027194219360949387
5.9314380445325865,23.018387348355674,15,5,0.25768260629067485
4.392956862290567,30.297426260503098,12,5,0.14499439076174586
1.85943185758856,32.36256463931272,16,0,0.057456257818634004
2.0679619908709443,23.196290079258166,16,2,0.08915054880780657
0.8348493803751196,24.089289129521497,19,2,0.051984683476110294
7.739719032108782,18.546539472067394,19,2,0.6259700665802452
3.871384348284133,12.30133958582428,22,1,0.31471241983640613
2.668104971913212,30.943967392432867,21,5,0.08622375205080131
2.114697054894926,20.95818766132544,3,2,0.10090075960132844
0.9856627029758589,22.476840348890747,16,2,0.043852369268819504
6.521657992169575,22.27310399949888,1,2,0.2928041817753065
7.757083763246688,28.193093753185277,9,3,0.4127119125958083
3.8547716823791376,15.767346436736572,22,4,0.24447814969028958
6.2484752507460115,17.195959642372948,15,0,0.3633688017823096
5.753178669736407,23.3038266349361,5,1,0.24687699406034402
4.764095604800985,29.525320910188423,11,1,0.1613562683803724
6.449473164061249,34.12156221561237,22,0,0.18901459210183183
7.935710910730605,30.24054675164667,8,1,0.39362933692486
5.773414856291511,24.041580315307336,7,1,0.2401429016134835
5.293308476569092,36.72884156901739,3,5,0.1441185795806384
3.362349737004464,17.289987442773317,15,2,0.194468026546186
8.331806701656554,13.717112293586693,9,0,0.9111035752275658
4.816796003333311,18.294936570329792,2,6,0.2632857449281925
7.894309971050189,29.146918996289713,18,5,0.4062681533537955
4.399658787514365,25.822724227834,23,1,0.17037934296537258
1.9104925096280008,11.341136235785049,5,5,0.16845688737956985
4.211889806360375,26.885719087943333,15,6,0.15665899775948938
6.6191744558527805,38.34919565770524,17,4,0.25890403992825994
7.351785170744139,15.572135077229294,8,5,0.7081673580035713
4.819027085794261,21.242565056885077,1,0,0.22685711790875895
2.4747228578362592,19.33059156833204,8,0,0.192031592702814
5.064100234140158,39.168447219420095,4,4,0.1292902985347177
1.0452640545569316,38.54982524991325,18,6,0.040671937464591384
2.1693144347689057,11.7059393374234,6,0,0.18531741641900518
2.519379071910559,30.249089418171177,16,4,0.08328776569377068
5.656076138503832,20.33246325788035,4,3,0.2781795824129514
3.4826119566466915,13.344738458814483,0,0,0.2609726647993129
4.936636718223598,23.22722174912382,14,3,0.2125366852542241
6.22059459188469,11.038044156728459,2,1,0.5635594951024727
7.6879313729216765,12.566396513899853,8,0,0.9176773187625376
6.366365616952956,30.99601915438313,0,2,0.2053930082196601
6.295164090458018,11.623282131936465,18,2,0.8123992886434258
5.369789467731523,23.420654034097673,4,0,0.2292758118502477
3.1385675768682066,35.110551118063995,6,1,0.08939100859779578
0.8930256829105495,22.433038192883714,5,0,0.03980850365573033
2.650394676285723,38.33478674382566,5,4,0.06913810931040604
2.928905534327407,28.640398793012636,1,1,0.10226483072023315
1.0828206585950575,11.868402715833808,21,1,0.0912355844776358
7.014132466495524,37.05819815144792,2,6,0.1892734352013138
3.6387028209069237,15.604033463180606,8,3,0.3497848325075213
3.953397920976717,22.004321007227812,3,6,0.179664617675689
4.793760610067313,27.16437969271409,3,6,0.17647230175305914
3.212253974544683,34.947816920138294,16,5,0.09191572629229545
6.899464293055081,31.58273430225218,14,4,0.21845683869629604
2.425040882038056,10.633569393079812,12,3,0.2280552082178766
0.7060475173386478,18.378344379040286,23,2,0.03841736245533982
5.437243530156541,25.651985554193054,7,5,0.21196189740048305
2.135216595985946,15.6009247600812,12,3,0.13686474544441252
1.4552478098235009,39.17312685019176,4,2,0.037149135819275994
8.331045881104977,37.769477145301096,5,3,0.22057615065877192
1.3477374783232883,30.048403313154495,17,1,0.0672783241231297
5.9911076300085435,36.0488043490523,15,4,0.16619435063637683
1.9454350724329799,37.094284157486214,16,6,0.052445683118550225
5.167573705910358,15.063668492110317,11,0,0.34304882032002393
1.526813533657633,25.06365075832491,23,3,0.060917443686869945
3.6095622272282966,34.99178318869638,13,3,0.10315456653818993
8.663536271764368,20.089917309065292,17,2,0.6468570381712125
2.041507976309316,31.770336340908887,2,6,0.06425830543319053
4.191695355733186,25.88121503186065,4,0,0.16195898649167234
8.600184889070771,35.98408905616276,15,1,0.23899965553241853
4.577228775484432,30.533685718435905,19,5,0.22486126393451175
6.241748703818481,36.211473616249755,17,3,0.25855404712185703
3.4041414933732055,31.54549966514591,20,2,0.10791211201306106
8.085437392267291,14.70290021168243,5,0,0.5499212587896689
7.588181529855606,15.75072839766527,0,0,0.48176702297656293
5.578717516814919,27.556363737103965,6,2,0.20244752065394295
3.581628310008803,17.931042032807976,1,2,0.19974457164595275
6.859184072816671,11.05895188549797,15,4,0.6202381693884917
9.51287194499255,30.28525160385313,8,3,0.4711635915771415
5.353077338004488,17.60034834476031,21,0,0.30414610172179457
6.161550314723162,21.743570643955934,23,5,0.28337343556017514
1.6564969451563694,30.94188740887062,15,3,0.053535743416914965
4.2599008281803865,34.10791166718991,2,0,0.12489480064762207
3.167555835240824,33.03144142389929,0,5,0.09589517437616264
0.7150509010204986,12.191830683294176,15,6,0.05865000257921029
9.635065965279894,36.2787305998221,14,1,0.2655844293881424
3.3537988642472905,27.20230116332016,13,0,0.12329099821781198
5.350199406806602,36.22429333040855,13,4,0.14769644663614093
8.820677723537685,18.184582813238304,15,0,0.4850635185931385
8.16142927417879,14.12725770620986,3,2,0.5777079631379064
7.284395781011593,17.770069027516353,13,6,0.4099250132192481
6.974903649889899,27.595324921796315,12,1,0.2527567140324097
0.9650024911749469,27.585512088132948,7,3,0.0349822213954869
3.1734280383198175,26.62482324095107,13,3,0.11919057676367352
5.5358652831348225,34.66782795901811,6,4,0.15968307243473506
4.388214142948829,20.244236493141102,1,2,0.2167636277335324
5.55295904860167,33.67030062551733,14,2,0.16492157614991154
1.6218546891590506,18.990408460936017,17,0,0.12810582977943313
4.759489094604954,37.459770615198174,13,1,0.12705601279560252
4.013418081415089,15.585854885093443,16,1,0.25750387842078426
1.9421672004348915,38.01371502802094,17,3,0.07663683485039285
7.5549304816555924,22.189812136384,15,6,0.3404684291701591
2.969753985756094,11.533680459394802,5,5,0.257485370451465
7.128865282678099,11.814354565370097,13,6,0.6034070878128228
7.661727294892902,31.827932282850625,10,5,0.3610850632773194
9.636678026527024,32.42539052874537,12,6,0.2971954344847144
4.879617991444422,17.139044983712907,12,4,0.284707694978424
9.807844385811773,11.08023092794545,5,3,0.8851660628367779
5.164593333186366,13.50186366496356,15,3,0.38250966395018066
3.504937673203729,32.77876292127195,7,3,0.10692708817663103
4.520632394795372,27.002008571412734,20,2,0.16741837492716768
5.307786711670639,19.10297818415833,11,6,0.277851268032765
5.885257285987331,18.854218098347324,18,6,0.4682180869518428
2.8882100995610887,16.984608627875105,7,0,0.17004866952429884
3.7256038330054837,26.398459750554462,20,3,0.14112959120379107
4.420413919126419,29.865592555904392,1,5,0.14801025329907638
4.530234346204416,22.959084897580794,4,3,0.19731772265373557
9.26110336942371,22.75532227081014,11,5,0.4069862539940197
9.276096295451945,35.611398386359014,2,4,0.2604811020003405
7.512612931186602,35.64363575464371,20,6,0.21077010726123377
4.096163544162723,37.2349345498404,5,6,0.11000861405247937
5.142474451303146,35.20263920171233,17,2,0.21912310701350787
9.297051336654558,35.97138624945214,1,6,0.2584568543503423
6.21033005988607,17.850093660892043,13,6,0.3479158248615999
7.490441299319085,17.44480015804679,12,0,0.42937959916175694
7.330381380721063,19.62292438626376,14,5,0.37356212746008444
1.2944561180563046,14.301107088577728,9,4,0.13577159901384678
6.5050964901353545,34.04059754574689,21,6,0.19109818743320256
4.4577245482140455,33.213655081783216,4,4,0.13421360995161855
2.2127827111111684,29.87081894233281,9,3,0.11111761190995778
6.44458775559824,26.231927597742448,1,2,0.2456772469954846
2.490738031666888,18.26949044936871,12,3,0.13633319651522924
1.9071312126112023,29.770293490642874,17,0,0.09609232840838305
3.6760656086501484,33.20663453502642,16,5,0.11070274540386282
1.4659308235605855,29.771655797780934,9,2,0.07385871482179286
3.8958292810132846,13.829124708299455,1,3,0.2817119205436935
1.8226903006975135,11.231487324483622,15,6,0.16228396543031431
8.981403122552214,38.31317750368162,13,4,0.23442073217991813
3.176192525563062,19.350871050370028,16,6,0.1641369278569156
6.619977677893854,20.380734786295537,14,5,0.3248154567197094
8.364619220055026,33.558969426892986,13,2,0.2492513734152966
8.608089271256073,33.0774249727152,19,0,0.3903609158673938
6.71615026924502,35.54196998975405,13,3,0.18896392831295325
0.5328988217065713,35.308256330813954,9,6,0.022639130776397356
4.703716281771826,19.694458524729004,23,6,0.2388345064610782
7.307150683455414,35.16284400447235,12,2,0.2078088644515222
1.3199816798677837,35.640496700582105,22,6,0.03703600684796923
6.370894531756425,14.977732954008847,7,5,0.4253577327970206
0.938953512235406,39.01323350211518,19,5,0.03610134669500667
4.207172565122789,12.359233457766905,18,4,0.5106108618506853
9.909962781983154,29.337791951388756,19,3,0.5066824455502716
8.441397810050987,25.307333033828268,12,6,0.3335554085753479
6.316912490599346,30.577143612132772,7,3,0.20658935872914058
6.392306745559894,39.56553079232437,17,0,0.2423437756634364
5.747357868584931,23.897279886575514,7,3,0.2405025967751901
8.713277709328176,22.172046632321173,21,3,0.3929848179475884
6.582797095345093,25.630830660215675,20,5,0.2568312038970687
3.838402272774287,30.671446254536214,4,1,0.12514578676597615
6.982549113248043,35.58602633112895,12,0,0.19621603851678274
7.3239622959483786,15.534259694632063,10,0,0.7072074022116942
4.517126420518249,29.60319716916863,6,6,0.15258914078452246
5.3323740697133415,27.39026547238116,8,2,0.2920220365383214
0.8427140982790773,27.956186174414512,20,0,0.030144100952165243
7.428436956997198,30.951328304824585,17,4,0.36000572659619645
6.5511061804771,30.705247584928905,21,0,0.2133546118577004
2.269789403160513,14.41178436446333,7,6,0.15749537640580955
9.260750481243425,30.09426968533598,12,1,0.3077247123147802
9.264194014605193,28.91832272592882,1,5,0.3203572386409087
2.150604894656586,27.61881779878589,3,5,0.07786737688501373
5.4991087544598765,30.015719894907985,5,4,0.1832076249949538
5.220969583661789,14.138779616063228,11,4,0.36926592856219265
4.482896871961676,23.67162644364329,18,1,0.28406773501396865
1.8884916800487015,19.25449677048223,23,3,0.09808055243198154
3.747845019029739,18.61734509648237,18,0,0.3019639749604688
9.860751390095908,15.435664561380932,1,1,0.6388290799456016
2.745945399458679,36.15306526198121,2,6,0.07595332178780238
1.9145912398542033,18.90909450847753,22,0,0.10125240206482827
0.6632215284689067,17.485542140623338,21,3,0.037929709192606346
7.012630599722335,32.896794923785414,23,0,0.21317063306528938
9.740360269640146,10.198480283639213,0,3,0.9550795803631644
8.032298028356546,35.69453499150727,4,0,0.22502879026908898
7.059600983360403,18.451785681395194,22,4,0.3825971700114938
1.9711671860429234,18.433874316499697,21,5,0.10693179047437582
2.8924907797859305,38.31755499524985,0,2,0.07548735247185022
2.514832284825461,24.743774102400682,5,5,0.10163495166169773
2.559177499972401,22.97572304314862,23,6,0.11138615725678108
3.3092303490468886,17.15577978520237,9,0,0.2893395453730335
8.743873631931056,34.34460357804765,19,6,0.38188853797922223
7.5459606776121575,38.03767966873382,15,6,0.1983812036730195
2.7858069722507235,33.593125353432285,6,5,0.0829278890529336
5.42274696426354,39.49397578116529,10,6,0.20595851102624313
6.205626651906346,37.25636570429819,6,6,0.16656553946136554
5.4268384528516735,29.635299544038947,16,4,0.18312075586707766
0.5063472002733742,18.622582182849875,5,1,0.027189956543173983
1.8489546162803472,16.641685854807577,11,5,0.1111038047714503
2.8019499617759775,33.58062351880702,1,3,0.08343948587514252
4.383352379357017,15.134528658952755,8,3,0.4344389387472665
1.8026678574897224,29.21613813238958,12,4,0.06170109989626759
3.5662595768125693,12.503674710411845,18,0,0.42782537846769175
3.7229221107524317,37.20204709804654,15,4,0.10007304439297697
2.855898970713762,16.87713969707192,1,3,0.16921700133875425
8.77402034350925,30.107279687628814,19,2,0.43713781689389186
1.976377014416642,38.20279395076417,12,1,0.051733834362057404
2.7375083000031117,30.797557371209333,3,0,0.08888718890941115
9.155110034763421,20.151468763379864,7,1,0.4543147768663141
0.9376564859333583,24.315727292475117,23,1,0.038561728985319337
0.7460717151157952,38.28762857947869,0,5,0.019485973480104037
6.853150953849108,18.81507296687015,11,6,0.3642372775229857
7.3359122707972215,18.304939040488904,9,1,0.6011420405091898
5.244430916854158,31.449132806191546,10,5,0.25013873748952764
6.727293779700081,37.70920804462299,1,4,0.1783992326685666
6.035869478691776,15.330008119124352,10,6,0.5905935696630809
4.16963585949921,20.323835420786484,22,2,0.20515989099354037
4.65434290451185,23.020598961152906,23,0,0.2021816596677619
7.858880657339317,22.181939983247222,12,5,0.3542918546923619
9.672488130372084,12.015571192014331,16,3,0.8049961151077459
7.211911002834107,17.737110642937466,13,4,0.4066001023512662
1.1282110081103751,12.882619249544199,21,3,0.08757621305545396
4.62069278690371,10.609371517824034,9,3,0.6532940399637462
2.873057369965592,13.092534215587046,22,5,0.2194424183016557
2.1105519519503737,34.69251604836525,10,6,0.0912539154990097
8.651396817636673,24.446770244721865,3,2,0.35388710782785454
4.470274435045681,14.708579651135288,3,0,0.3039229171730828
3.1051419233613324,35.37562331875745,11,5,0.08777631691128034
6.781441953553569,33.357694533238025,1,3,0.2032946835338532
5.999312565052295,21.730766762581084,16,4,0.27607459187232675
2.361096789469287,11.56122702902273,12,4,0.2042254497331561
5.365605115267041,14.941920251007431,2,4,0.3590974269123993
3.8913341962931054,25.31715970215346,10,4,0.2305551397988443
4.742949097253534,37.3127772993962,22,3,0.12711326898012185
6.893392422915156,33.67000245605435,22,4,0.20473394476024534
2.8636305645256623,33.746974301796314,10,2,0.127283880574735
9.049541228632913,18.602684425498232,1,2,0.4864642662125115
5.069886172279007,34.44149744846193,13,4,0.14720283808407453
5.443046511034927,13.587544471236317,0,1,0.40059088840941026
9.248767727551492,30.121185593952255,18,2,0.46057787294112007
9.525093543939262,28.33449326847693,11,4,0.33616600987659967
5.960169519686055,18.009985029645662,21,3,0.33093695024594466
5.815748278577532,33.38441604010995,1,2,0.17420548173106157
6.0897261106211475,21.795121816016874,14,6,0.2794077574802041
2.9073530061976562,39.140975215933494,12,5,0.07427901298213264
8.777601749960569,17.20302629477976,4,3,0.5102359084705999
7.486862054015521,31.0340540437371,19,1,0.36186999820249516
3.0977749913245294,20.61648802991093,5,0,0.15025716246288884
1.2588134031397842,13.444884075302319,3,6,0.09362768738572994
4.8920270818229294,10.914417290805433,5,3,0.4482169731538568
1.5136883152969673,22.10301649234436,21,2,0.06848333646320406
4.831866542470111,14.810274801159531,10,0,0.4893764572915095
6.8417813146593796,25.732697233397534,9,6,0.39881835467560395
6.8056375788639105,31.500505165463398,7,4,0.2160485218607063
7.3585585190838225,11.099057284695512,4,3,0.6629895071566607
6.730987162421229,31.307047693024643,22,6,0.21499910270750075
7.583031748762646,30.081586342567775,5,6,0.2520821761993339
4.060742830005886,28.32608408522236,10,5,0.21503552085360594
8.16795827305834,23.8272860055676,10,5,0.5141977733731262
2.1823651143165828,20.594576101847217,17,5,0.1589519325518555
9.201882388330237,28.986623617017703,8,4,0.47617907366044115
4.274394925535306,34.065327881261055,8,3,0.18821460960691067
7.587508670305718,21.074829292526022,21,6,0.36002705241349464
9.147744238101108,17.3256429763222,23,6,0.5279887303808996
2.536376567499534,38.43607350217193,0,3,0.06598948166118503
1.7248473768921528,21.338721043061078,16,0,0.08083180680845155
1.6709147664734418,16.20125470668541,21,6,0.10313489891520208
9.115472275822055,25.509577795252245,0,3,0.3573352859457594
6.073657804029623,25.19158132367353,4,3,0.24109871174787925
8.641696420302466,29.314159651565948,14,1,0.2947959799298163
9.302219547828926,16.66905926258226,23,2,0.5580530611412493
7.925617858973627,24.34716959993569,10,5,0.48828783730540254
9.34421050730742,32.655025409962384,20,2,0.286149233999882
0.9921346780857355,37.20655538608505,23,2,0.026665588033897538
1.9360467984552931,39.867747055156286,1,0,0.04856173075887154
5.928382202506119,13.970306461344844,15,3,0.4243559165226377
8.713499846001378,34.983265515361936,18,3,0.37361434321397546
6.6937102787802765,27.905632329432937,14,0,0.23986950733670395
9.806498815312086,33.99273632696242,7,1,0.2884880675973634
1.0640684103781288,39.841394720648495,11,1,0.026707609455917387
0.5931803096241708,34.384378038233365,4,5,0.01725144799666261
4.693468410505709,30.60852637115134,18,3,0.23000789160480403
8.14175178204252,37.59967362445251,1,2,0.21653783124190812
2.392519618289622,36.818442251999215,21,3,0.06498155467616802
8.725467646442313,27.20428783293545,6,6,0.32073869016628476
4.459226824333933,30.026513309972998,12,5,0.148509644736302
2.938550895068109,29.259480653440846,20,3,0.10043072636432945
4.947455761196502,23.534628042145037,18,1,0.31533039861539947
9.07680068108344,16.972929140036378,7,0,0.5347810390413252
5.616933579362922,35.99569523884705,20,0,0.15604459205724827
2.3920636696100077,22.97435373788899,23,5,0.10411886649351311
3.777224073652209,21.61427717728032,7,5,0.17475597461212392
4.356404876314887,15.850794105515522,18,0,0.4122574093747464
9.391686384047967,16.472707925602283,14,2,0.5701361565120194
9.783829408237155,25.173539861293246,6,1,0.388655288932199
9.081873270850384,39.41142396106943,20,1,0.23043758276334927
7.549733388525754,29.466312191821697,3,1,0.25621575375221756
6.591894141052823,15.278801784426324,15,3,0.4314405170025792
3.940867392142694,33.423296671044106,17,2,0.17686170057950118
2.381479469019857,33.171199840895696,16,0,0.07179358842738658
3.2555763635722568,37.14264605318522,23,2,0.08765063100002458
1.8944064183871618,31.899450816581496,17,6,0.08908020529631375
1.5799806227384867,25.494538066899736,19,6,0.09295994804411573
6.058862833053567,18.646919747518545,2,3,0.32492566681743
